Suit_Card_1,Rank_Card_1,Suit_Card_2,Rank_Card_2,Suit_Card_3,Rank_Card_3,Suit_Card_4,Rank_Card_4,Suit_Card_5,Rank_Card_5,Poker_Hand
Spades,Three,Hearts,Five,Clubs,Ten,Diamonds,Eight,Clubs,Eight,One_Pair
Hearts,Three,Clubs,Seven,Clubs,Two,Clubs,Four,Hearts,Four,One_Pair
Diamonds,Nine,Diamonds,Three,Clubs,Ace,Diamonds,Jack,Hearts,Jack,One_Pair
Hearts,Nine,Spades,Queen,Diamonds,Ten,Diamonds,Queen,Spades,Four,One_Pair
Clubs,Nine,Spades,Jack,Hearts,Six,Clubs,Seven,Spades,Ace,Nothing
Clubs,Three,Spades,Seven,Spades,Five,Diamonds,King,Spades,Queen,Nothing
Clubs,Four,Hearts,Nine,Diamonds,Six,Spades,Nine,Hearts,Eight,One_Pair
Clubs,Jack,Diamonds,Five,Clubs,Two,Spades,Eight,Clubs,Eight,One_Pair
Hearts,King,Diamonds,Jack,Diamonds,Ten,Clubs,Ace,Diamonds,Ace,One_Pair
Diamonds,Jack,Clubs,Queen,Hearts,Seven,Spades,Five,Spades,Jack,One_Pair
Spades,Two,Clubs,Ace,Clubs,Nine,Diamonds,Two,Hearts,Ace,Two_Pairs
Clubs,Two,Clubs,Seven,Spades,Four,Hearts,Eight,Hearts,Nine,Nothing
Spades,Three,Spades,Ace,Clubs,Six,Spades,Five,Clubs,Ten,Nothing
Clubs,Three,Hearts,Six,Diamonds,Nine,Spades,Eight,Diamonds,Ace,Nothing
Spades,Five,Clubs,Four,Spades,Ace,Spades,Four,Hearts,Nine,One_Pair
Spades,Jack,Hearts,Six,Spades,Eight,Diamonds,Six,Clubs,Seven,One_Pair
Clubs,Queen,Diamonds,Eight,Spades,Eight,Diamonds,Ten,Clubs,Two,One_Pair
Clubs,Six,Diamonds,Jack,Clubs,Four,Hearts,Eight,Spades,Nine,Nothing
Clubs,Ace,Clubs,Eight,Diamonds,Ace,Diamonds,Ten,Hearts,Ace,Three_Kind
Clubs,Queen,Clubs,Nine,Spades,Ten,Hearts,Queen,Diamonds,Queen,Three_Kind
Diamonds,Nine,Hearts,Queen,Clubs,Eight,Hearts,Seven,Spades,Ten,Nothing
Diamonds,Queen,Clubs,Jack,Spades,Ten,Spades,Three,Spades,Nine,Nothing
Hearts,King,Clubs,Jack,Clubs,Seven,Clubs,Nine,Diamonds,Three,Nothing
Hearts,Ace,Hearts,Six,Clubs,Jack,Diamonds,Queen,Clubs,Five,Nothing
Clubs,Ten,Diamonds,Ten,Diamonds,Four,Clubs,Three,Clubs,Nine,One_Pair
Diamonds,Ace,Spades,Three,Spades,Ten,Hearts,Three,Spades,Six,One_Pair
Clubs,King,Clubs,Queen,Hearts,Seven,Hearts,Five,Clubs,Two,Nothing
Clubs,Five,Clubs,Queen,Spades,Six,Clubs,Four,Spades,Jack,Nothing
Spades,Three,Diamonds,Ten,Diamonds,King,Spades,Seven,Spades,Ten,One_Pair
Diamonds,Two,Hearts,Queen,Diamonds,Four,Diamonds,Nine,Diamonds,Seven,Nothing
Hearts,Three,Hearts,Ace,Clubs,Nine,Spades,Jack,Clubs,Queen,Nothing
Hearts,Two,Spades,Four,Diamonds,Seven,Hearts,King,Spades,Seven,One_Pair
Spades,King,Hearts,Three,Clubs,Six,Hearts,Ten,Clubs,Ace,Nothing
Spades,Jack,Spades,Six,Spades,Four,Clubs,Nine,Spades,Nine,One_Pair
Clubs,Ace,Hearts,Seven,Spades,King,Hearts,Five,Spades,Five,One_Pair
Diamonds,Ace,Diamonds,Queen,Spades,Four,Clubs,Eight,Hearts,Ace,One_Pair
Diamonds,Five,Diamonds,Queen,Hearts,Queen,Clubs,Jack,Spades,Queen,Three_Kind
Diamonds,Seven,Spades,Three,Diamonds,Ten,Diamonds,Jack,Hearts,Four,Nothing
Clubs,Eight,Clubs,Three,Spades,Ace,Clubs,Two,Spades,Seven,Nothing
Clubs,King,Clubs,Three,Diamonds,Queen,Spades,Seven,Spades,Nine,Nothing
Hearts,Six,Diamonds,Five,Diamonds,Four,Clubs,Nine,Diamonds,Three,Nothing
Clubs,Five,Clubs,Seven,Hearts,Seven,Diamonds,Six,Clubs,Jack,One_Pair
Hearts,Seven,Clubs,King,Spades,Four,Spades,Five,Spades,Eight,Nothing
Diamonds,Ten,Clubs,Seven,Clubs,Five,Hearts,Two,Diamonds,Seven,One_Pair
Spades,Nine,Hearts,Six,Clubs,Six,Spades,Four,Hearts,Ten,One_Pair
Spades,King,Hearts,Eight,Clubs,Queen,Clubs,Four,Diamonds,Eight,One_Pair
Hearts,Queen,Spades,Five,Hearts,Eight,Spades,Seven,Spades,Two,Nothing
Spades,Ace,Diamonds,Four,Hearts,Jack,Diamonds,Jack,Spades,Ten,One_Pair
Clubs,Six,Diamonds,Three,Spades,Jack,Hearts,Three,Diamonds,Ace,One_Pair
Diamonds,Eight,Hearts,Three,Diamonds,Six,Hearts,Six,Spades,Seven,One_Pair
Diamonds,Six,Clubs,Seven,Hearts,Eight,Hearts,Six,Hearts,Queen,One_Pair
Diamonds,King,Clubs,Two,Diamonds,Nine,Diamonds,Ten,Diamonds,Five,Nothing
Diamonds,Six,Clubs,Jack,Diamonds,Queen,Diamonds,Eight,Spades,Seven,Nothing
Clubs,Ace,Clubs,Two,Spades,King,Diamonds,Ten,Diamonds,Six,Nothing
Diamonds,Jack,Clubs,King,Clubs,Four,Hearts,Four,Diamonds,Three,One_Pair
Diamonds,Five,Hearts,Six,Hearts,Four,Spades,Jack,Diamonds,Six,One_Pair
Clubs,Eight,Hearts,Five,Spades,King,Hearts,Eight,Clubs,Ace,One_Pair
Diamonds,Five,Diamonds,Eight,Spades,Eight,Spades,Seven,Diamonds,Six,One_Pair
Diamonds,Ten,Spades,Four,Spades,Ace,Diamonds,Four,Spades,Six,One_Pair
Spades,Queen,Hearts,Five,Diamonds,Eight,Hearts,Eight,Clubs,Seven,One_Pair
Diamonds,Two,Clubs,Ace,Spades,Two,Clubs,Seven,Clubs,Four,One_Pair
Hearts,Two,Hearts,Four,Clubs,Jack,Spades,Eight,Hearts,Eight,One_Pair
Hearts,Ten,Clubs,Two,Clubs,Six,Diamonds,Six,Spades,Ace,One_Pair
Hearts,Five,Spades,Queen,Hearts,King,Spades,Four,Hearts,Ace,Nothing
Hearts,Ten,Hearts,Five,Clubs,Ace,Spades,Seven,Hearts,Queen,Nothing
Diamonds,Seven,Clubs,Queen,Hearts,Nine,Hearts,Six,Spades,Five,Nothing
Spades,Six,Diamonds,Ace,Clubs,Eight,Spades,Four,Spades,Nine,Nothing
Spades,Nine,Clubs,Five,Diamonds,Six,Diamonds,Three,Spades,Six,One_Pair
Clubs,Four,Spades,Ten,Diamonds,Ace,Clubs,Seven,Spades,Two,Nothing
Hearts,Ten,Spades,Ten,Spades,Five,Diamonds,Jack,Clubs,Nine,One_Pair
Clubs,Ten,Diamonds,Eight,Hearts,Three,Diamonds,Nine,Diamonds,Three,One_Pair
Clubs,Nine,Hearts,Four,Spades,Seven,Hearts,Seven,Diamonds,Seven,Three_Kind
Hearts,Jack,Clubs,Nine,Diamonds,Two,Spades,Ten,Clubs,Seven,Nothing
Spades,Three,Diamonds,Three,Spades,King,Diamonds,Ten,Diamonds,Nine,One_Pair
Clubs,Five,Hearts,Two,Spades,Ace,Clubs,Nine,Hearts,Nine,One_Pair
Clubs,Eight,Spades,Six,Diamonds,Nine,Diamonds,Three,Spades,Seven,Nothing
Hearts,Queen,Diamonds,Seven,Clubs,Two,Clubs,Eight,Diamonds,Nine,Nothing
Diamonds,Ace,Clubs,Eight,Hearts,Six,Clubs,Two,Hearts,King,Nothing
Diamonds,King,Hearts,Three,Clubs,Eight,Hearts,Seven,Diamonds,Queen,Nothing
Diamonds,Eight,Clubs,Eight,Diamonds,Queen,Diamonds,Ten,Spades,Ace,One_Pair
Clubs,Eight,Diamonds,Jack,Diamonds,Three,Clubs,Jack,Diamonds,King,One_Pair
Spades,King,Spades,Six,Spades,Three,Clubs,Jack,Diamonds,Seven,Nothing
Spades,Four,Diamonds,Nine,Hearts,Five,Diamonds,Ace,Diamonds,Five,One_Pair
Diamonds,Six,Diamonds,Two,Spades,Jack,Spades,Nine,Clubs,Ten,Nothing
Diamonds,Six,Clubs,Three,Spades,Eight,Hearts,Five,Spades,Jack,Nothing
Spades,Three,Hearts,Seven,Clubs,Queen,Diamonds,Six,Clubs,Five,Nothing
Spades,Nine,Spades,Queen,Clubs,Eight,Clubs,Seven,Diamonds,Three,Nothing
Hearts,Six,Diamonds,Jack,Spades,Seven,Clubs,Jack,Clubs,Queen,One_Pair
Diamonds,Queen,Hearts,Jack,Spades,Four,Spades,Jack,Diamonds,Five,One_Pair
Clubs,Seven,Diamonds,Eight,Hearts,Nine,Clubs,Eight,Hearts,Two,One_Pair
Hearts,Ace,Spades,Four,Hearts,Three,Clubs,Ace,Hearts,Jack,One_Pair
Clubs,Six,Clubs,King,Spades,Jack,Clubs,Four,Hearts,Ten,Nothing
Clubs,Queen,Hearts,Three,Clubs,Ace,Hearts,Ace,Clubs,Two,One_Pair
Hearts,Three,Diamonds,Five,Spades,Six,Diamonds,King,Clubs,Five,One_Pair
Hearts,Queen,Hearts,Seven,Hearts,Nine,Spades,Seven,Spades,Two,One_Pair
Clubs,Jack,Spades,Three,Hearts,Queen,Clubs,Six,Spades,Two,Nothing
Clubs,Ace,Spades,Five,Spades,Seven,Hearts,Three,Clubs,Five,One_Pair
Hearts,Ace,Diamonds,Eight,Clubs,Two,Spades,Four,Spades,Seven,Nothing
Hearts,Six,Clubs,King,Hearts,Queen,Clubs,Seven,Spades,Seven,One_Pair
Spades,Nine,Diamonds,Two,Diamonds,Nine,Spades,Jack,Spades,Queen,One_Pair
Clubs,Two,Spades,Five,Hearts,Four,Spades,Queen,Spades,King,Nothing
Diamonds,Ace,Clubs,Four,Spades,Five,Hearts,Seven,Hearts,Ten,Nothing
Diamonds,Three,Hearts,Seven,Clubs,Queen,Hearts,Jack,Spades,Nine,Nothing
Clubs,Nine,Hearts,Six,Diamonds,Six,Clubs,Eight,Diamonds,Jack,One_Pair
Hearts,Five,Spades,Three,Hearts,Seven,Clubs,Ten,Clubs,Five,One_Pair
Hearts,Four,Spades,Five,Diamonds,Two,Clubs,Four,Clubs,Five,Two_Pairs
Hearts,Three,Hearts,Nine,Hearts,Four,Diamonds,Three,Clubs,Eight,One_Pair
Hearts,Two,Diamonds,King,Clubs,Eight,Diamonds,Queen,Diamonds,Five,Nothing
Hearts,Queen,Diamonds,Ace,Diamonds,Eight,Hearts,Jack,Hearts,Six,Nothing
Hearts,Four,Clubs,King,Spades,King,Hearts,Jack,Clubs,Ace,One_Pair
Diamonds,Nine,Clubs,King,Diamonds,Queen,Hearts,King,Hearts,Six,One_Pair
Spades,Queen,Diamonds,Ten,Spades,Jack,Spades,Three,Diamonds,Four,Nothing
Hearts,Six,Spades,Six,Spades,Ace,Clubs,Queen,Hearts,Two,One_Pair
Hearts,Eight,Diamonds,Four,Spades,Five,Clubs,Ace,Spades,Three,Nothing
Clubs,Four,Diamonds,Queen,Hearts,Ace,Hearts,Nine,Diamonds,Two,Nothing
Diamonds,Three,Diamonds,Five,Hearts,Three,Clubs,King,Spades,Five,Two_Pairs
Diamonds,Queen,Clubs,Two,Hearts,Five,Hearts,King,Spades,Jack,Nothing
Clubs,Nine,Spades,Eight,Hearts,Three,Clubs,Two,Hearts,Five,Nothing
Diamonds,Two,Hearts,Ten,Diamonds,Queen,Diamonds,Nine,Clubs,King,Nothing
Spades,Nine,Diamonds,Two,Hearts,Eight,Diamonds,Six,Hearts,King,Nothing
Hearts,Five,Hearts,King,Clubs,Six,Diamonds,Three,Hearts,Jack,Nothing
Hearts,Jack,Hearts,Queen,Spades,Queen,Diamonds,Three,Clubs,Ten,One_Pair
Spades,Six,Clubs,Ten,Diamonds,Five,Hearts,Jack,Clubs,Seven,Nothing
Diamonds,Four,Hearts,Ten,Diamonds,Five,Spades,Three,Clubs,Ten,One_Pair
Diamonds,Two,Hearts,Five,Diamonds,King,Spades,Queen,Diamonds,Eight,Nothing
Clubs,Eight,Hearts,Ten,Clubs,Seven,Diamonds,Two,Diamonds,Six,Nothing
Clubs,Nine,Hearts,Four,Hearts,Seven,Clubs,Two,Diamonds,Eight,Nothing
Clubs,Ace,Clubs,Four,Clubs,Ten,Hearts,Eight,Diamonds,Nine,Nothing
Clubs,Seven,Hearts,Seven,Hearts,Four,Diamonds,Four,Hearts,Two,Two_Pairs
Diamonds,Jack,Spades,Four,Spades,Queen,Diamonds,King,Hearts,Jack,One_Pair
Hearts,Nine,Spades,Six,Diamonds,Two,Clubs,Five,Hearts,Seven,Nothing
Clubs,Ten,Clubs,Ace,Clubs,Two,Clubs,Five,Diamonds,Eight,Nothing
Spades,Ten,Clubs,Two,Hearts,Five,Diamonds,Ace,Hearts,Ace,One_Pair
Clubs,Four,Hearts,Six,Hearts,Three,Hearts,Eight,Diamonds,King,Nothing
Spades,Nine,Diamonds,Ace,Spades,Five,Clubs,Ace,Hearts,Six,One_Pair
Diamonds,Two,Spades,Queen,Hearts,Five,Hearts,Ten,Clubs,Eight,Nothing
Diamonds,Seven,Spades,Ten,Spades,Six,Spades,Seven,Diamonds,King,One_Pair
Clubs,Two,Diamonds,Two,Spades,Eight,Diamonds,Ten,Diamonds,King,One_Pair
Clubs,Queen,Hearts,Three,Clubs,Four,Hearts,Five,Hearts,Nine,Nothing
Diamonds,Seven,Diamonds,Ten,Clubs,Ace,Hearts,Five,Hearts,Ace,One_Pair
Diamonds,Ten,Hearts,Ten,Diamonds,Ace,Spades,Eight,Spades,Queen,One_Pair
Diamonds,Ace,Diamonds,Three,Hearts,Ace,Diamonds,King,Spades,Six,One_Pair
Clubs,Ace,Hearts,Four,Hearts,Jack,Diamonds,Three,Spades,Five,Nothing
Hearts,Three,Spades,Three,Diamonds,Six,Spades,Four,Hearts,Ten,One_Pair
Clubs,Two,Clubs,Six,Diamonds,Five,Hearts,Four,Diamonds,Seven,Nothing
Hearts,Two,Diamonds,Nine,Clubs,King,Clubs,Four,Diamonds,Ten,Nothing
Diamonds,Four,Hearts,Five,Spades,Five,Clubs,King,Diamonds,Three,One_Pair
Spades,Nine,Diamonds,Two,Clubs,Four,Spades,Five,Hearts,Two,One_Pair
Clubs,Three,Diamonds,Six,Clubs,Nine,Diamonds,King,Spades,Queen,Nothing
Spades,Ten,Spades,Queen,Spades,Two,Clubs,Ace,Hearts,Three,Nothing
Hearts,Queen,Clubs,Jack,Hearts,King,Clubs,Three,Clubs,Five,Nothing
Clubs,Two,Clubs,King,Spades,Five,Diamonds,Queen,Spades,Jack,Nothing
Clubs,King,Spades,Eight,Spades,Jack,Diamonds,Eight,Hearts,Jack,Two_Pairs
Hearts,Three,Hearts,Nine,Clubs,Nine,Diamonds,Four,Diamonds,Queen,One_Pair
Diamonds,Jack,Diamonds,Five,Hearts,Ace,Hearts,Ten,Hearts,Three,Nothing
Hearts,Four,Diamonds,Ace,Clubs,Ace,Spades,Two,Clubs,Ten,One_Pair
Clubs,Six,Hearts,Seven,Diamonds,Jack,Clubs,Four,Clubs,King,Nothing
Hearts,Two,Clubs,Two,Hearts,Seven,Spades,Eight,Clubs,Ten,One_Pair
Hearts,Three,Spades,Jack,Spades,Ten,Spades,Four,Clubs,Ace,Nothing
Clubs,Queen,Diamonds,Queen,Spades,Five,Spades,Jack,Diamonds,Jack,Two_Pairs
Spades,Ten,Clubs,Ten,Diamonds,Ten,Diamonds,Four,Clubs,Queen,Three_Kind
Spades,Queen,Hearts,Ace,Diamonds,Four,Clubs,Five,Diamonds,Jack,Nothing
Spades,Ace,Diamonds,Jack,Diamonds,Seven,Clubs,Nine,Diamonds,Ten,Nothing
Spades,Three,Clubs,Four,Diamonds,Ace,Diamonds,Three,Clubs,Eight,One_Pair
Diamonds,Three,Clubs,Three,Diamonds,King,Diamonds,Five,Hearts,Nine,One_Pair
Spades,Queen,Spades,King,Spades,Ace,Diamonds,Five,Hearts,Seven,Nothing
Hearts,Eight,Hearts,Two,Clubs,Ace,Clubs,Four,Spades,Jack,Nothing
Clubs,Two,Diamonds,Two,Hearts,Six,Spades,Two,Hearts,Seven,Three_Kind
Clubs,Nine,Hearts,Jack,Clubs,Jack,Hearts,King,Spades,Ten,One_Pair
Diamonds,Jack,Diamonds,Five,Spades,Ace,Hearts,Ten,Clubs,Queen,Nothing
Spades,Three,Clubs,Seven,Diamonds,Ace,Hearts,Five,Diamonds,Three,One_Pair
Hearts,Five,Hearts,Seven,Diamonds,Nine,Diamonds,Queen,Diamonds,Six,Nothing
Diamonds,Nine,Diamonds,King,Spades,Ten,Spades,Nine,Clubs,Queen,One_Pair
Spades,Eight,Hearts,Jack,Clubs,Eight,Clubs,Nine,Clubs,Five,One_Pair
Clubs,Five,Hearts,Six,Hearts,Ace,Clubs,Six,Clubs,Nine,One_Pair
Hearts,Five,Clubs,Six,Clubs,Nine,Spades,Nine,Hearts,Four,One_Pair
Spades,Jack,Clubs,Two,Spades,Ace,Diamonds,Jack,Diamonds,Four,One_Pair
Hearts,Jack,Diamonds,Eight,Spades,Queen,Clubs,Four,Hearts,Queen,One_Pair
Spades,King,Hearts,Two,Spades,Four,Diamonds,Eight,Hearts,Six,Nothing
Hearts,Ace,Spades,Ace,Spades,Six,Hearts,Eight,Diamonds,Two,One_Pair
Spades,King,Diamonds,Eight,Hearts,Eight,Spades,Two,Hearts,Six,One_Pair
Clubs,Three,Diamonds,King,Diamonds,Ten,Clubs,Two,Hearts,Five,Nothing
Diamonds,Eight,Spades,Ten,Diamonds,Ten,Clubs,Eight,Diamonds,Nine,Two_Pairs
Clubs,Nine,Spades,Four,Diamonds,Five,Clubs,Five,Diamonds,Eight,One_Pair
Diamonds,Jack,Hearts,Queen,Clubs,Queen,Spades,Seven,Hearts,Two,One_Pair
Spades,King,Spades,Six,Hearts,Seven,Diamonds,Four,Clubs,King,One_Pair
Diamonds,Ace,Hearts,Seven,Hearts,Three,Diamonds,Two,Spades,Two,One_Pair
Clubs,Two,Hearts,Three,Clubs,Jack,Hearts,Six,Spades,Jack,One_Pair
Spades,Nine,Hearts,Two,Spades,Five,Diamonds,Ace,Diamonds,Queen,Nothing
Hearts,Ace,Clubs,Two,Hearts,Two,Diamonds,Seven,Clubs,Ten,One_Pair
Spades,Jack,Hearts,Two,Clubs,Queen,Spades,Six,Spades,Two,One_Pair
Diamonds,Two,Diamonds,Six,Hearts,Eight,Hearts,Three,Diamonds,Ten,Nothing
Diamonds,Eight,Spades,Five,Diamonds,Five,Hearts,Ten,Diamonds,Four,One_Pair
Diamonds,Jack,Diamonds,King,Hearts,Eight,Spades,Five,Clubs,Seven,Nothing
Diamonds,Six,Diamonds,Five,Hearts,Nine,Diamonds,Four,Hearts,Three,Nothing
Diamonds,King,Hearts,Ten,Spades,Jack,Clubs,Seven,Spades,Three,Nothing
Diamonds,Seven,Hearts,Ace,Spades,Three,Spades,Seven,Diamonds,Five,One_Pair
Hearts,Ace,Diamonds,Six,Hearts,Nine,Hearts,Ten,Diamonds,Four,Nothing
Diamonds,Ace,Clubs,Four,Hearts,Four,Hearts,Two,Diamonds,Queen,One_Pair
Hearts,Ace,Spades,Six,Diamonds,Seven,Diamonds,Jack,Spades,Eight,Nothing
Spades,Seven,Diamonds,Ten,Clubs,Queen,Spades,Three,Clubs,Two,Nothing
Clubs,Three,Clubs,Eight,Hearts,Eight,Diamonds,Three,Hearts,Ten,Two_Pairs
Spades,Two,Hearts,Seven,Clubs,Ace,Clubs,Four,Diamonds,Ten,Nothing
Clubs,Two,Spades,Ace,Hearts,Eight,Hearts,Seven,Clubs,Nine,Nothing
Hearts,Three,Clubs,Five,Diamonds,Five,Spades,Ace,Hearts,Eight,One_Pair
Spades,Seven,Hearts,Jack,Clubs,Four,Clubs,Jack,Diamonds,King,One_Pair
Diamonds,Queen,Clubs,Six,Spades,Two,Hearts,King,Clubs,Nine,Nothing
Diamonds,Nine,Spades,Three,Clubs,Nine,Spades,King,Hearts,Three,Two_Pairs
Hearts,Two,Clubs,Four,Spades,Six,Diamonds,Seven,Diamonds,Queen,Nothing
Spades,Ten,Diamonds,Five,Clubs,Nine,Diamonds,Three,Spades,Jack,Nothing
Hearts,Seven,Spades,Four,Clubs,Ten,Spades,Two,Diamonds,Queen,Nothing
Hearts,Ace,Clubs,Ten,Spades,Five,Spades,Ten,Diamonds,Queen,One_Pair
Hearts,Queen,Clubs,Six,Hearts,Ace,Spades,Five,Clubs,Queen,One_Pair
Hearts,Five,Hearts,Queen,Diamonds,Nine,Clubs,King,Spades,Two,Nothing
Hearts,Three,Hearts,King,Diamonds,Five,Diamonds,Ten,Diamonds,Ace,Nothing
Clubs,Seven,Diamonds,Ace,Hearts,Eight,Spades,Six,Diamonds,Ten,Nothing
Clubs,Ace,Spades,Three,Clubs,Six,Clubs,Two,Diamonds,Queen,Nothing
Spades,Five,Clubs,Three,Diamonds,Four,Spades,Four,Spades,King,One_Pair
Clubs,Two,Clubs,Ace,Spades,Three,Diamonds,Queen,Hearts,Jack,Nothing
Clubs,Jack,Hearts,Nine,Spades,Six,Diamonds,Six,Hearts,Eight,One_Pair
Spades,Jack,Spades,Six,Hearts,Jack,Clubs,Five,Clubs,Jack,Three_Kind
Diamonds,Nine,Hearts,Seven,Clubs,Nine,Spades,Nine,Spades,Ten,Three_Kind
Clubs,King,Diamonds,Ace,Clubs,Queen,Diamonds,Six,Diamonds,Four,Nothing
Diamonds,Jack,Diamonds,King,Diamonds,Four,Spades,Two,Clubs,Three,Nothing
Hearts,Two,Hearts,Ten,Diamonds,King,Clubs,Ten,Diamonds,Five,One_Pair
Spades,Queen,Diamonds,Five,Spades,Six,Spades,Three,Clubs,Five,One_Pair
Clubs,Queen,Clubs,King,Spades,King,Clubs,Six,Hearts,Queen,Two_Pairs
Spades,Eight,Diamonds,King,Spades,Nine,Diamonds,Ten,Diamonds,Five,Nothing
Clubs,King,Clubs,Three,Clubs,Jack,Hearts,Jack,Hearts,Four,One_Pair
Hearts,Four,Diamonds,Jack,Spades,Four,Spades,Eight,Clubs,Four,Three_Kind
Hearts,Jack,Clubs,Nine,Spades,Nine,Hearts,King,Diamonds,Queen,One_Pair
Hearts,Two,Clubs,Four,Hearts,Nine,Clubs,Six,Diamonds,Four,One_Pair
Diamonds,Ten,Hearts,Ace,Hearts,Seven,Clubs,Six,Spades,Six,One_Pair
Diamonds,Ten,Clubs,Seven,Clubs,Ten,Hearts,Queen,Hearts,Eight,One_Pair
Diamonds,Nine,Diamonds,King,Hearts,Two,Hearts,Five,Spades,Three,Nothing
Clubs,Ten,Diamonds,Nine,Clubs,Nine,Spades,King,Diamonds,King,Two_Pairs
Spades,Ten,Clubs,Seven,Hearts,Four,Diamonds,Eight,Clubs,Ace,Nothing
Spades,Five,Hearts,King,Clubs,Five,Clubs,Nine,Hearts,Seven,One_Pair
Spades,Four,Clubs,Ten,Spades,Five,Clubs,King,Clubs,Eight,Nothing
Spades,Four,Spades,Six,Diamonds,King,Spades,Ten,Clubs,Four,One_Pair
Diamonds,Five,Clubs,Five,Diamonds,Three,Hearts,Four,Diamonds,Jack,One_Pair
Hearts,Five,Diamonds,Two,Spades,Five,Spades,Ace,Hearts,Ten,One_Pair
Spades,King,Hearts,Five,Clubs,King,Clubs,Six,Clubs,Nine,One_Pair
Hearts,Three,Hearts,Two,Diamonds,Ten,Clubs,Five,Hearts,Ace,Nothing
Hearts,Nine,Clubs,Nine,Clubs,Ace,Spades,Two,Hearts,Four,One_Pair
Diamonds,Four,Spades,Three,Clubs,Jack,Hearts,Jack,Hearts,Eight,One_Pair
Diamonds,Ten,Clubs,Four,Diamonds,Eight,Clubs,King,Clubs,Nine,Nothing
Hearts,Ten,Spades,Seven,Clubs,Jack,Diamonds,Queen,Spades,Six,Nothing
Hearts,Ace,Spades,Nine,Clubs,King,Spades,Three,Spades,Eight,Nothing
Clubs,King,Spades,Seven,Diamonds,Six,Hearts,Two,Hearts,Eight,Nothing
Hearts,Four,Hearts,Eight,Hearts,Seven,Hearts,Six,Diamonds,Six,One_Pair
Clubs,Four,Diamonds,Ace,Hearts,Ten,Hearts,King,Hearts,Eight,Nothing
Clubs,Queen,Spades,Two,Hearts,Two,Hearts,Seven,Hearts,Ten,One_Pair
Clubs,Six,Spades,Six,Diamonds,Six,Diamonds,Jack,Clubs,Five,Three_Kind
Diamonds,Three,Spades,King,Clubs,Ten,Clubs,Six,Spades,Queen,Nothing
Spades,Ace,Hearts,Queen,Diamonds,Ten,Diamonds,Two,Spades,Two,One_Pair
Spades,Four,Spades,Three,Diamonds,Two,Diamonds,Ten,Diamonds,Four,One_Pair
Spades,Queen,Diamonds,Six,Hearts,Nine,Hearts,Two,Clubs,Ten,Nothing
Diamonds,Eight,Hearts,King,Clubs,Six,Diamonds,Three,Spades,Four,Nothing
Spades,Six,Diamonds,Two,Spades,Three,Spades,Ten,Clubs,Three,One_Pair
Diamonds,Jack,Hearts,Eight,Hearts,Five,Diamonds,Three,Clubs,Three,One_Pair
Diamonds,Ace,Diamonds,Two,Diamonds,King,Spades,Ten,Spades,Six,Nothing
Hearts,Two,Spades,Two,Spades,Ace,Spades,Ten,Clubs,Four,One_Pair
Hearts,Ace,Diamonds,Six,Hearts,Two,Spades,Two,Spades,Nine,One_Pair
Clubs,Four,Diamonds,Two,Diamonds,Four,Spades,Jack,Spades,Six,One_Pair
Diamonds,Six,Hearts,Ace,Spades,King,Clubs,King,Clubs,Eight,One_Pair
Clubs,Two,Hearts,Three,Diamonds,Five,Spades,Seven,Hearts,Two,One_Pair
Diamonds,Queen,Hearts,Eight,Clubs,Eight,Diamonds,Two,Spades,Nine,One_Pair
Hearts,King,Clubs,Six,Hearts,Four,Spades,Six,Clubs,Ten,One_Pair
Hearts,King,Diamonds,Five,Spades,Jack,Diamonds,Eight,Clubs,Five,One_Pair
Spades,King,Clubs,Seven,Clubs,Two,Spades,Nine,Hearts,Two,One_Pair
Clubs,Queen,Spades,Ten,Hearts,Eight,Hearts,Ace,Clubs,Ten,One_Pair
Diamonds,Four,Clubs,Five,Hearts,Six,Diamonds,Eight,Clubs,Eight,One_Pair
Hearts,King,Diamonds,Six,Diamonds,Ten,Spades,Six,Hearts,Queen,One_Pair
Hearts,Eight,Clubs,Jack,Hearts,Two,Clubs,Nine,Spades,Six,Nothing
Diamonds,Five,Spades,Three,Spades,Seven,Diamonds,Four,Hearts,Eight,Nothing
Spades,Four,Hearts,Seven,Clubs,Ace,Spades,King,Diamonds,Jack,Nothing
Diamonds,Nine,Hearts,Five,Clubs,Three,Hearts,Seven,Hearts,Ten,Nothing
Clubs,Four,Diamonds,Four,Hearts,Four,Clubs,Nine,Hearts,Six,Three_Kind
Diamonds,Jack,Spades,Seven,Diamonds,Three,Spades,King,Spades,Nine,Nothing
Diamonds,Two,Spades,Jack,Clubs,Eight,Clubs,Ace,Diamonds,Five,Nothing
Diamonds,Four,Hearts,Seven,Diamonds,Three,Hearts,Two,Clubs,King,Nothing
Spades,Nine,Spades,Ace,Diamonds,Seven,Spades,Seven,Hearts,Three,One_Pair
Spades,Jack,Hearts,Three,Clubs,Jack,Clubs,Six,Clubs,Seven,One_Pair
Clubs,Two,Diamonds,Ten,Spades,Ten,Diamonds,Two,Hearts,Five,Two_Pairs
Diamonds,Ten,Spades,Jack,Spades,Two,Hearts,Ten,Spades,Four,One_Pair
Hearts,Two,Spades,Queen,Diamonds,Four,Hearts,Six,Spades,Nine,Nothing
Spades,Two,Clubs,Queen,Clubs,King,Hearts,Eight,Hearts,Seven,Nothing
Diamonds,Six,Clubs,Eight,Clubs,Ten,Diamonds,King,Diamonds,Ten,One_Pair
